srcip;sport;dstip;dsport;proto;state;dur;sbytes;dbytes;sttl;dttl;sloss;dloss;service;Sload;Dload;Spkts;Dpkts;swin;dwin;stcpb;dtcpb;smeansz;dmeansz;trans_depth;res_bdy_len;Sjit;Djit;Stime;Ltime;Sintpkt;Dintpkt;tcprtt;synack;ackdat;is_sm_ips_ports;ct_state_ttl;ct_flw_http_mthd;is_ftp_login;ct_ftp_cmd;ct_srv_src;ct_srv_dst;ct_dst_ltm;ct_src_ ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;attack_cat;label
59.166.0.0;10493;149.171.126.2;6881;tcp;FIN;0.864646;2198;34406;31;29;5;15;-;1.961.496.289;310.758.375;28;42;255;255;2583110588;2546961154;79;819;0;0;2.014.116.957;1.456.769.878;1421927444;1421927445;32.011.705;20.574.512;0.021221;0.02109;0.000131;0;0;0;0;0;6;11;1;2;2;1;1;;0
59.166.0.3;25410;149.171.126.1;11922;tcp;FIN;0.831501;424;8824;31;29;1;4;ftp-data;3.569.448.486;7.782.552.344;8;12;255;255;901012976;388386323;53;735;0;0;7.386.423.411;5.357.946.753;1421927444;1421927445;118.675.281;74.626.639;0.018435;0.010607;0.007828;0;0;0;0;0;1;1;4;4;1;1;1;;0
59.166.0.8;14580;149.171.126.9;40637;tcp;FIN;11.658.178;3806;51808;31;29;7;26;-;2.571.242.188;3.501.335.938;64;66;255;255;2806393838;661349320;59;785;0;0;3.953.978.317;3.898.668.872;1421927433;1421927445;18.504.532;179.346.677;0.000778;0.000633;0.000145;0;0;0;0;0;9;16;6;5;1;1;1;;0
59.166.0.2;49744;149.171.126.1;6881;tcp;FIN;1.892.299;2302;34406;31;29;5;15;-;9.410.774.414;1.419.944.688;30;42;255;255;3240528137;2273960205;77;819;0;0;4.421.061.016;2.952.378.018;1421927443;1421927445;65.235.138;42.448.634;0.154775;0.151903;0.002872;0;0;0;0;0;8;7;4;1;1;1;1;;0
59.166.0.3;16371;149.171.126.6;6881;tcp;FIN;1.142.613;2302;34406;31;29;5;15;-;155.853.291;2.351.592.188;30;42;255;255;3596335772;2453340429;77;819;0;0;3.169.188.094;2.727.202.505;1421927443;1421927445;39.389.586;25.155.024;0.112021;0.111247;0.000774;0;0;0;0;0;13;8;4;4;3;1;1;;0
59.166.0.3;54687;149.171.126.9;6881;tcp;FIN;1.471.921;1540;1644;31;29;4;4;-;7.848.247.559;8.440.670.898;16;18;255;255;743466110;138763838;96;91;0;0;7.828.999.122;223.258.062;1421927443;1421927445;98.099.331;84.394.883;0.03901;0.037206;0.001804;0;0;0;0;0;13;16;6;4;3;1;1;;0
59.166.0.4;21282;149.171.126.3;6881;tcp;FIN;1.779.508;1540;1644;31;29;4;4;-;6.491.682.129;6.981.705.078;16;18;255;255;3673050502;2395748510;96;91;0;0;8.369.023.501;21.791.775;1421927443;1421927445;118.613.667;102.437.297;0.039005;0.038073;0.000932;0;0;0;0;0;6;5;4;2;2;1;1;;0
59.166.0.5;17590;149.171.126.9;6881;tcp;FIN;2.015.608;1540;1644;31;29;4;4;-;5.731.272.949;6.163.896.484;16;18;255;255;2738077571;2325871059;96;91;0;0;1.032.958.122;290.137.281;1421927443;1421927445;13.435.386;125.888.875;0.00201;0.001381;0.000629;0;0;0;0;0;9;16;6;4;4;1;2;;0
59.166.0.5;40321;149.171.126.1;6881;tcp;FIN;1.646.047;1540;1644;31;29;4;4;-;7.018.025.391;7.547.779.785;16;18;255;255;3478924352;2385546234;96;91;0;0;6.905.247.715;209.976.141;1421927443;1421927445;109.704.001;92.287.469;0.07804;0.077159;0.000881;0;0;0;0;0;9;7;4;4;4;1;2;;0
59.166.0.6;1285;149.171.126.0;6881;tcp;FIN;1.215.781;1540;1644;31;29;4;4;-;9.501.711.914;1.021.894.629;16;18;255;255;2768848788;145705323;96;91;0;0;7.047.521.543;149.576.609;1421927443;1421927445;81.029.599;71.442.414;0.001941;0.001257;0.000684;0;0;0;0;0;14;9;5;5;5;1;4;;0
59.166.0.6;14958;149.171.126.6;6881;tcp;FIN;1.738.717;1540;1644;31;29;4;4;-;6.643.979.492;7.145.499.023;16;18;255;255;3621369124;138761545;96;91;0;0;7.067.679.826;178.828.859;1421927443;1421927445;115.893.267;98.909.234;0.057979;0.057255;0.000724;0;0;0;0;0;14;8;4;5;5;1;1;;0
59.166.0.6;23123;149.171.126.0;6881;tcp;FIN;1.280.685;1540;1644;31;29;4;4;-;9.020.172.852;9.701.058.594;16;18;255;255;623465742;2287553220;96;91;0;0;6.043.672;182.731.984;1421927443;1421927445;85.354.669;75.267.062;0.002064;0.001144;0.00092;0;0;0;0;0;14;9;5;5;5;1;4;;0
59.166.0.6;65480;149.171.126.0;6881;tcp;FIN;1.420.105;1540;1644;31;29;4;4;-;8.134.609.863;8.748.649.414;16;18;255;255;623464100;137568043;96;91;0;0;6.394.571.666;176.253.375;1421927443;1421927445;94.649.867;7.283.682;0.183661;0.181878;0.001783;0;0;0;0;0;14;9;5;5;5;1;4;;0
59.166.0.7;15547;149.171.126.4;6881;tcp;FIN;1.539.459;1540;1644;31;29;4;4;-;7.503.935.059;8.070.367.676;16;18;255;255;2448013114;2258569519;96;91;0;0;734.623.712;167.422.406;1421927443;1421927445;102.606.264;90.526.297;0.000644;0.000507;0.000137;0;0;0;0;0;13;7;3;2;2;1;1;;0
59.166.0.7;62036;149.171.126.6;6881;tcp;FIN;1.658.091;2302;34406;31;29;5;15;-;107.400.625;1.620.514.219;30;42;255;255;3071433002;2278075423;77;819;0;0;4.396.459.339;3.394.615.742;1421927443;1421927445;57.164.242;40.413.294;0.00198;0.001145;0.000835;0;0;0;0;0;13;8;4;2;2;1;1;;0
59.166.0.8;37421;149.171.126.4;6881;tcp;FIN;1.833.641;1540;1644;31;29;4;4;-;6.300.033.691;6.775.589.844;16;18;255;255;2818914483;109039710;96;91;0;0;7.863.619.699;208.094.078;1421927443;1421927445;122.218.002;107.829.883;0.001296;0.000532;0.000764;0;0;0;0;0;9;7;3;5;4;1;2;;0
59.166.0.8;58965;149.171.126.3;6881;tcp;FIN;2.253.002;1540;1644;31;29;4;4;-;5.127.381.348;551.442.041;16;18;255;255;683463981;74635280;96;91;0;0;9.969.215.816;256.063.406;1421927443;1421927445;150.174.133;132.436.469;0.002388;0.001577;0.000811;0;0;0;0;0;9;5;4;5;4;1;2;;0
59.166.0.8;65522;149.171.126.3;6881;tcp;FIN;19.276;1540;1644;31;29;4;4;-;5.992.944.336;6.445.320.312;16;18;255;255;683462261;2384952509;96;91;0;0;9.553.213.519;208.709.891;1421927443;1421927445;128.482.869;107.620.117;0.099938;0.098057;0.001881;0;0;0;0;0;9;5;4;5;4;1;2;;0
59.166.0.9;1056;149.171.126.3;6881;tcp;FIN;2.152.968;1540;1644;31;29;4;4;-;5.365.616.211;5.770.638.672;16;18;255;255;2291433204;148731649;96;91;0;0;8.428.762.027;253.791.969;1421927443;1421927445;143.502.006;126.586.234;0.001177;0.001001;0.000176;0;0;0;0;0;4;5;4;2;2;1;1;;0
59.166.0.9;16885;149.171.126.5;6881;tcp;FIN;1.503.615;1540;1644;31;29;4;4;-;7.682.817.871;826.275.293;16;18;255;255;2711436487;238967639;96;91;0;0;7.549.756.957;189.924.859;1421927443;1421927445;100.219.999;88.316.703;0.004085;0.002221;0.001864;0;0;0;0;0;4;8;1;2;2;1;1;;0
59.166.0.5;15621;149.171.126.1;6881;tcp;FIN;1.428.614;1540;1644;31;29;4;4;-;8.086.158.691;8.696.541.016;16;18;255;255;1333540817;584572679;96;91;0;0;5.339.370.744;132.927.437;1421927444;1421927445;95.220.199;65.323.117;0.318901;0.31812;0.000781;0;0;0;0;0;9;7;4;4;4;1;2;;0
59.166.0.8;19229;149.171.126.4;6881;tcp;FIN;1.534.578;1540;1644;31;29;4;4;-;7.527.802.734;8.096.037.109;16;18;255;255;563463575;272314988;96;91;0;0;7.928.025.249;151.904.656;1421927444;1421927445;102.283.864;90.229.117;0.000926;0.000675;0.000251;0;0;0;0;0;9;7;3;5;4;1;2;;0
59.166.0.0;43174;149.171.126.0;6881;tcp;FIN;1.396.188;2198;34406;31;29;5;15;-;1.214.736.133;1.924.497.188;28;42;255;255;2085916412;55370797;79;819;0;0;3.438.010.457;2.711.775.707;1421927443;1421927445;51.679.369;3.397.455;0.039034;0.037205;0.001829;0;0;0;0;0;6;9;5;2;2;1;1;;0
59.166.0.1;23124;149.171.126.9;6881;tcp;FIN;2.047.916;1540;1644;31;29;4;4;-;5.640.856.445;6.066.655.273;16;18;255;255;866047265;196035295;96;91;0;0;106.004.743;231.377.594;1421927443;1421927445;13.650.553;120.386.469;0.002029;0.001345;0.000684;0;0;0;0;0;2;16;6;2;2;1;2;;0
59.166.0.1;65429;149.171.126.9;6881;tcp;FIN;2.018.096;1540;1644;31;29;4;4;-;572.420.752;6.156.297.852;16;18;255;255;866045543;190965490;96;91;0;0;1.034.873.016;286.316.875;1421927443;1421927445;134.517.206;118.630.234;0.003065;0.00138;0.001685;0;0;0;0;0;2;16;6;2;2;1;2;;0
59.166.0.3;11982;149.171.126.7;6881;tcp;FIN;1.941.035;1540;1644;31;29;4;4;-;5.951.463.867;6.400.708.984;16;18;255;255;1318431030;2450947143;96;91;0;0;9.107.978.225;261.050.219;1421927443;1421927445;12.937.574;109.854.766;0.074383;0.0735;0.000883;0;0;0;0;0;13;6;1;4;3;1;1;;0
59.166.0.4;1592;149.171.126.6;6881;tcp;FIN;1.489.207;2094;34406;31;29;5;15;-;1.081.918.066;1.804.289.063;26;42;255;255;2266398962;161563585;81;819;0;0;481.354.935;3.462.848.266;1421927443;1421927445;5.952.024;35.780.537;0.022339;0.022199;0.00014;0;0;0;0;0;6;8;4;2;2;1;1;;0
59.166.0.5;63289;149.171.126.9;6881;tcp;FIN;2.131.519;1540;1644;31;29;4;4;-;5.419.608.887;5.828.707.031;16;18;255;255;2738079244;179832930;96;91;0;0;11.732.871;240.010.422;1421927443;1421927445;142.073.933;125.345.586;0.000762;0.000643;0.000119;0;0;0;0;0;9;16;6;4;4;1;2;;0
59.166.0.6;20593;149.171.126.0;6881;tcp;FIN;1.655.981;2302;34406;31;29;5;15;-;1.075.374.707;1.622.579.063;30;42;255;255;2768849677;28520896;77;819;0;0;5.137.767.534;3.700.894.837;1421927443;1421927445;57.090.378;40.376.487;0.001116;0.000541;0.000575;0;0;0;0;0;14;9;5;5;5;1;4;;0
59.166.0.6;4815;149.171.126.4;6881;tcp;FIN;1.863.104;1540;1644;31;29;4;4;-;6.200.405.273;6.668.441.406;16;18;255;255;4020538776;2294018961;96;91;0;0;7.938.948.709;207.946.844;1421927443;1421927445;124.155.133;109.523.297;0.001997;0.001203;0.000794;0;0;0;0;0;18;17;18;18;18;1;5;;0
59.166.0.6;49972;149.171.126.4;6881;tcp;FIN;1.844.655;1540;1644;31;29;4;4;-;626.241.748;6.735.134.766;16;18;255;255;4020537856;2292251545;96;91;0;0;7.854.190.965;201.307.875;1421927443;1421927445;122.952.806;108.438.883;0.001935;0.001193;0.000742;0;0;0;0;0;18;17;18;18;18;1;5;;0
59.166.0.6;50226;149.171.126.0;6881;tcp;FIN;1.698.712;1540;1644;31;29;4;4;-;6.800.446.289;7.313.776.367;16;18;255;255;2218914488;2336353121;96;91;0;0;1.092.345.121;235.011.547;1421927443;1421927445;113.223.335;99.739.586;0.004071;0.003135;0.000936;0;0;0;0;0;18;4;5;18;18;1;3;;0
59.166.0.7;17321;149.171.126.4;6881;tcp;FIN;1.594.057;1540;1644;31;29;4;4;-;7.246.917.969;7.793.949.707;16;18;255;255;2448014956;2255052308;96;91;0;0;7.146.756.215;17.187.675;1421927443;1421927445;106.244.736;93.702.531;0.002983;0.001113;0.00187;0;0;0;0;0;9;17;18;10;9;1;6;;0
59.166.0.7;54308;149.171.126.6;6881;tcp;FIN;1.345.141;1540;1644;31;29;4;4;-;8.587.947.266;9.236.206.055;16;18;255;255;926049013;184959600;96;91;0;0;5.482.855.543;140.518.766;1421927443;1421927445;89.570.798;74.345.352;0.08504;0.081269;0.003771;0;0;0;0;0;9;17;19;10;9;1;3;;0
59.166.0.7;64215;149.171.126.4;6881;tcp;FIN;1.640.436;1540;1644;31;29;4;4;-;7.042.030.273;7.573.596.191;16;18;255;255;298434990;2253547329;96;91;0;0;7.128.345.028;187.457.406;1421927443;1421927445;109.330.799;96.373.234;0.002257;0.00209;0.000167;0;0;0;0;0;9;17;18;10;9;1;6;;0
59.166.0.8;20935;149.171.126.4;6881;tcp;FIN;2.023.998;1540;1644;31;29;4;4;-;5.707.515.625;6.138.345.703;16;18;255;255;2713046153;2209972205;96;91;0;0;9.000.574.852;223.164.672;1421927443;1421927445;13.490.894;118.988.703;0.00134;0.001189;0.000151;0;0;0;0;0;8;17;18;10;7;1;7;;0
59.166.0.8;23511;149.171.126.4;6881;tcp;FIN;2.020.177;1540;1644;31;29;4;4;-;5.718.311.035;6.149.956.543;16;18;255;255;563467953;2371153514;96;91;0;0;7.825.127.391;197.539.562;1421927443;1421927445;134.603.271;109.632.352;0.158003;0.156426;0.001577;0;0;0;0;0;8;17;18;10;7;1;7;;0
59.166.0.9;34457;149.171.126.5;6881;tcp;FIN;1.453.405;1540;1644;31;29;4;4;-;7.948.231.934;8.548.202.148;16;18;255;255;566048118;2331192753;96;91;0;0;6.148.717.882;177.665.672;1421927443;1421927445;96.865.534;85.464.297;0.000674;0.000511;0.000163;0;0;0;0;0;7;7;7;9;5;1;4;;0
59.166.0.6;14958;149.171.126.6;6881;tcp;FIN;1.738.717;1540;1644;31;29;4;4;-;6.643.979.492;7.145.499.023;16;18;255;255;3621369124;138761545;96;91;0;0;7.067.679.826;178.828.859;1421927443;1421927445;115.893.267;98.909.234;0.057979;0.057255;0.000724;0;0;0;0;0;18;17;19;18;18;1;6;;0
59.166.0.0;29406;149.171.126.6;6881;tcp;FIN;1.594.783;1540;1644;31;29;4;4;-;7.243.619.141;7.790.401.855;16;18;255;255;1166044514;377574178;96;91;0;0;7.062.684.808;171.917.297;1421927444;1421927445;106.251.601;86.936.234;0.117729;0.116866;0.000863;0;0;0;0;0;13;17;19;14;13;1;7;;0
59.166.0.0;5234;149.171.126.6;6881;tcp;FIN;1.692.328;1540;1644;31;29;4;4;-;6.826.100.098;7.341.366.699;16;18;255;255;241012558;406075595;96;91;0;0;9.591.129.184;272.376.531;1421927444;1421927445;112.799.468;99.480.531;0.001981;0.001149;0.000832;0;0;0;0;0;13;17;19;14;13;1;7;;0
59.166.0.4;15401;149.171.126.1;53;udp;CON;0.000966;146;178;31;29;0;0;dns;604.554.875;737060;2;2;0;0;0;0;73;89;0;0;0;0;1421927445;1421927445;0.002;0.011;0;0;0;0;0;0;0;0;1;1;13;5;1;1;1;;0
59.166.0.9;25023;149.171.126.1;38586;tcp;FIN;8.696.906;3806;51808;31;29;7;26;-;344.674.292;469.353.125;64;66;255;255;4246393895;2101432435;59;785;0;0;2.925.931.961;2.915.708.549;1421927436;1421927445;138.040.593;133.786.585;0.000909;0.000767;0.000142;0;0;0;0;0;7;12;13;9;1;1;1;;0
59.166.0.8;61715;149.171.126.3;1173;tcp;FIN;23.850.355;3910;51912;31;29;7;26;-;1.291.720.825;1.715.664.258;66;68;255;255;1810944005;3956658930;59;763;0;0;866.349.062;8.539.288.258;1421927421;1421927445;366.923.369;3.559.658;0.0008;0.000628;0.000172;0;0;0;0;0;8;13;15;10;1;1;1;;0
59.166.0.8;27163;149.171.126.9;80;tcp;FIN;29.643.118;1580;10168;31;29;3;5;http;391.051.971;2.591.900.146;12;18;255;255;2868011906;2864953943;132;565;0;0;2.618.037.385;2.108.345.863;1421927416;1421927445;2.694.711.364;1.743.680.471;0.000712;0.000548;0.000164;0;0;0;0;0;2;2;9;10;2;1;1;;0
59.166.0.0;16168;149.171.126.2;6881;tcp;FIN;1.799.468;1540;1644;31;29;4;4;-;6.419.674.805;6.904.262.695;16;18;255;255;3523820021;2244549410;96;91;0;0;1.092.923.094;254.173.344;1421927443;1421927445;119.940.336;10.417.818;0.02929;0.028435;0.000855;0;0;0;0;0;13;6;6;14;13;1;4;;0
59.166.0.0;16989;149.171.126.2;6881;tcp;FIN;1.890.113;1540;1644;31;29;4;4;-;6.111.803.711;6.573.151.855;16;18;255;255;1378434359;2251749614;96;91;0;0;1.035.508.503;267.664.938;1421927443;1421927445;125.916.865;111.051.937;0.002969;0.002229;0.00074;0;0;0;0;0;13;6;6;14;13;1;4;;0
59.166.0.1;22304;149.171.126.9;6881;tcp;FIN;2.035.422;1540;1644;31;29;4;4;-;5.675.481.445;6.103.893.555;16;18;255;255;866046436;2343544545;96;91;0;0;1.051.717.321;290.246.281;1421927443;1421927445;135.667.605;11.965.582;0.002013;0.001264;0.000749;0;0;0;0;0;5;6;9;6;5;1;2;;0
59.166.0.3;11735;149.171.126.3;6881;tcp;FIN;1.976.893;1540;1644;31;29;4;4;-;5.843.513.184;6.284.609.375;16;18;255;255;1138436267;235376413;96;91;0;0;1.074.352.504;198.740.266;1421927443;1421927445;131.771.602;110.684.586;0.095996;0.095254;0.000742;0;0;0;0;0;11;13;15;12;10;1;9;;0
59.166.0.4;7064;149.171.126.9;6881;tcp;FIN;1.286.103;2198;34406;31;29;5;15;-;1.318.712.402;2.089.226.094;28;42;255;255;2203817586;154966288;79;819;0;0;3.674.819.874;2.766.988.888;1421927443;1421927445;47.621.668;31.341.148;0.001265;0.001107;0.000158;0;0;0;0;0;3;6;9;5;3;1;1;;0
59.166.0.6;46996;149.171.126.4;6881;tcp;FIN;183.811;1540;1644;31;29;4;4;-;6.284.716.309;6.759.116.699;16;18;255;255;4020536932;2289880745;96;91;0;0;7.163.511.066;195.250.844;1421927443;1421927445;12.248.986;108.038.469;0.002936;0.001453;0.001483;0;0;0;0;0;18;17;18;18;18;1;5;;0
59.166.0.6;60141;149.171.126.0;6881;tcp;FIN;1.278.002;1540;1644;31;29;4;4;-;9.039.109.375;9.721.424.805;16;18;255;255;623464897;2289860220;96;91;0;0;6.045.791.509;179.709.188;1421927443;1421927445;85.176.199;75.097.586;0.002009;0.001342;0.000667;0;0;0;0;0;18;4;5;18;18;1;3;;0
59.166.0.7;1468;149.171.126.4;6881;tcp;FIN;172.031;1540;1644;31;29;4;4;-;6.715.068.848;7.221.954.102;16;18;255;255;2448017557;2257631687;96;91;0;0;7.242.596.695;191.335.734;1421927443;1421927445;114.663.465;101.154.062;0.000893;0.000685;0.000208;0;0;0;0;0;9;17;18;10;9;1;6;;0
59.166.0.9;31957;149.171.126.3;6881;tcp;FIN;1.968.655;1540;1644;31;29;4;4;-;586.796.582;6.310.907.715;16;18;255;255;2291431242;303163286;96;91;0;0;8.429.818.741;210.421.797;1421927443;1421927445;131.220.538;108.904.883;0.118037;0.117269;0.000768;0;0;0;0;0;7;13;15;9;5;1;1;;0
10.40.85.30;0;10.40.85.1;0;arp;CON;30.788.803;138;84;0;0;0;0;-;23.904.795;14.550.744;3;3;0;0;0;0;46;28;0;0;15.394.322;15.394.297;1421927414;1421927445;15.394.399;15.394.368;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;;0
10.40.182.1;0;10.40.182.3;0;arp;CON;31.328.632;56;92;0;0;0;0;-;7.150.009;11.746.443;2;2;0;0;0;0;28;46;0;0;0;0;1421927414;1421927445;31327.64;31327.6;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;;0
10.40.182.1;0;10.40.182.3;0;arp;CON;31.328.632;56;92;0;0;0;0;-;7.150.009;11.746.443;2;2;0;0;0;0;28;46;0;0;0;0;1421927414;1421927445;31327.64;31327.6;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;;0
10.40.85.30;0;10.40.85.1;0;arp;CON;30.788.803;138;84;0;0;0;0;-;23.904.795;14.550.744;3;3;0;0;0;0;46;28;0;0;15.394.322;15.394.297;1421927414;1421927445;15.394.399;15.394.368;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;;0
59.166.0.5;14655;149.171.126.1;6881;tcp;FIN;1.486.998;1540;1644;31;29;4;4;-;7.768.672.363;8.355.088.867;16;18;255;255;1333539868;388366843;96;91;0;0;5.843.155.061;165.229.328;1421927444;1421927445;991.014;81.279.648;0.106023;0.105243;0.00078;0;0;0;0;0;7;12;13;8;6;1;4;;0
59.166.0.5;38450;149.171.126.1;6881;tcp;FIN;0.923388;1540;1644;31;29;4;4;-;125.104.502;1.345.479.883;16;18;255;255;1333535880;2741358047;96;91;0;0;4.536.734.357;110.869.469;1421927444;1421927445;61.534.931;5.371.541;0.072051;0.010217;0.061834;0;0;0;0;0;7;12;13;8;6;1;4;;0
59.166.0.1;21175;149.171.126.6;53;udp;CON;0.000978;130;162;31;29;0;0;dns;5.316.973.125;6.625.766.875;2;2;0;0;0;0;65;81;0;0;0;0;1421927445;1421927445;0.002;0.004;0;0;0;0;0;0;0;0;1;1;19;6;1;1;1;;0
59.166.0.5;10525;149.171.126.2;48241;tcp;FIN;16.933.159;3806;51808;31;29;7;26;-;1.770.254.517;2.410.607.422;64;66;255;255;3685554999;1536248976;59;785;0;0;6.206.289.004;6.110.470.733;1421927428;1421927445;26.877.518;260.501.108;0.000708;0.000573;0.000135;0;0;0;0;0;7;6;6;8;1;1;1;;0
59.166.0.0;48916;149.171.126.1;6881;tcp;FIN;2.023.785;1540;1644;31;29;4;4;-;5.708.115.723;6.138.991.699;16;18;255;255;1081019832;2385540221;96;91;0;0;1.061.433.101;310.479.562;1421927443;1421927445;134.897.195;114.329.531;0.080956;0.080182;0.000774;0;0;0;0;0;13;12;13;14;13;1;2;;0
59.166.0.0;50599;149.171.126.6;6881;tcp;FIN;2.172.384;1540;1644;31;29;4;4;-;5.317.660.156;57.190.625;16;18;255;255;3315627134;71435418;96;91;0;0;8.912.984.597;280.000.563;1421927443;1421927445;144.803.069;127.758.703;0.001544;0.000482;0.001062;0;0;0;0;0;13;17;19;14;13;1;7;;0
59.166.0.1;1258;149.171.126.9;6881;tcp;FIN;1.694.141;1540;1644;31;29;4;4;-;6.818.794.922;7.333.509.766;16;18;255;255;3015624536;2385550333;96;91;0;0;6.698.558.309;222.328.547;1421927443;1421927445;112.920.934;96.000.297;0.064001;0.062126;0.001875;0;0;0;0;0;5;6;9;6;5;1;2;;0
59.166.0.6;15416;149.171.126.1;6881;tcp;FIN;1.680.091;1540;1644;31;29;4;4;-;6.875.817.871;7.394.837.402;16;18;255;255;3813881528;226365844;96;91;0;0;8.459.074.731;219.652.094;1421927443;1421927445;111.983.398;103.232;0.030064;0.028378;0.001686;0;0;0;0;0;18;12;13;18;18;1;4;;0
59.166.0.6;17064;149.171.126.1;6881;tcp;FIN;1.859.181;1540;1644;31;29;4;4;-;6.213.488.281;6.682.512.207;16;18;255;255;1668496731;202961942;96;91;0;0;8.933.031.536;20.949.475;1421927443;1421927445;123.922.403;108.011.297;0.023917;0.022979;0.000938;0;0;0;0;0;18;12;13;18;18;1;4;;0
59.166.0.6;17984;149.171.126.1;6881;tcp;FIN;1.969.337;1540;1644;31;29;4;4;-;5.865.933.594;6.308.722.168;16;18;255;255;3813884194;204029652;96;91;0;0;9.497.904.447;217.684.328;1421927443;1421927445;131.263.395;115.800.117;0.002596;0.00073;0.001866;0;0;0;0;0;18;12;13;18;18;1;4;;0
59.166.0.6;40044;149.171.126.6;6881;tcp;FIN;2.120.688;2302;34406;31;29;5;15;-;8.397.275.391;1.267.022.813;30;42;255;255;3621366553;2248144762;77;819;0;0;4.935.618.342;4.131.954.573;1421927443;1421927445;73.115.445;5.086.261;0.037048;0.035316;0.001732;0;0;0;0;0;18;17;19;18;18;1;6;;0
59.166.0.6;41092;149.171.126.6;6881;tcp;FIN;1.334.246;1540;1644;31;29;4;4;-;8.658.073.242;9.311.625.977;16;18;255;255;1475979011;245569321;96;91;0;0;6.213.633.615;133.391.422;1421927443;1421927445;88.927.332;71.704.937;0.116956;0.115261;0.001695;0;0;0;0;0;18;17;19;18;18;1;6;;0
59.166.0.6;47913;149.171.126.4;6881;tcp;FIN;179.061;1540;1644;31;29;4;4;-;6.451.433.105;6.938.417.969;16;18;255;255;4020535805;2283549012;96;91;0;0;651.365.734;183.759.141;1421927443;1421927445;119.350.135;98.614.766;0.115863;0.114155;0.001708;0;0;0;0;0;18;17;18;18;18;1;5;;0
59.166.0.6;54022;149.171.126.4;6881;tcp;FIN;1.474.839;1540;1644;31;29;4;4;-;7.832.719.727;8.423.970.703;16;18;255;255;1870952805;2319549931;96;91;0;0;5.982.915.672;164.822.203;1421927443;1421927445;98.301.664;83.977.297;0.048971;0.047224;0.001747;0;0;0;0;0;18;17;18;18;18;1;5;;0
59.166.0.7;27479;149.171.126.6;6881;tcp;FIN;135.171;1540;1644;31;29;4;4;-;8.546.211.914;9.191.321.289;16;18;255;255;926049844;2339458460;96;91;0;0;5.757.794.779;1.375.695;1421927443;1421927445;90.085.934;79.408.062;0.00265;0.001772;0.000878;0;0;0;0;0;9;17;19;10;9;1;3;;0
59.166.0.7;35905;149.171.126.4;6881;tcp;FIN;1.945.774;2302;34406;31;29;5;15;-;9.152.142.578;1.380.920.938;30;42;255;255;2448014101;103601718;77;819;0;0;5.813.353.842;3.993.861.724;1421927443;1421927445;67.084.174;47.429.633;0.002012;0.001158;0.000854;0;0;0;0;0;9;17;18;10;9;1;6;;0
59.166.0.8;63838;149.171.126.4;6881;tcp;FIN;2.100.899;1540;1644;31;29;4;4;-;5.498.598.633;5.913.658.691;16;18;255;255;2818916409;97968202;96;91;0;0;9.588.182.746;217.459.672;1421927443;1421927445;1.400.346;11.732.682;0.108154;0.106342;0.001812;0;0;0;0;0;8;17;18;10;7;1;7;;0
59.166.0.9;15711;149.171.126.5;6881;tcp;FIN;1.977.337;1540;1644;31;29;4;4;-;5.842.200.684;6.283.198.242;16;18;255;255;2750592967;235372241;96;91;0;0;9.746.844.132;247.970.453;1421927443;1421927445;131.799.868;110.482.352;0.101031;0.099136;0.001895;0;0;0;0;0;7;7;7;9;5;1;4;;0
59.166.0.3;54163;149.171.126.3;6881;tcp;FIN;1.245.469;1540;1644;31;29;4;4;-;9.275.220.703;9.975.359.375;16;18;255;255;935983726;273578285;96;91;0;0;5.587.200.844;162.349.656;1421927444;1421927445;83.009.132;73.213.703;0.000987;0.000832;0.000155;0;0;0;0;0;11;13;15;12;10;1;9;;0
59.166.0.5;42258;149.171.126.6;25740;tcp;FIN;0.907491;320;1826;31;29;1;2;ftp-data;2.353.742.188;1.408.719.141;6;8;255;255;1210946527;2753620071;53;228;0;0;1.281.583.699;316.385.562;1421927444;1421927445;1.814.066;129.561.859;0.000705;0.000548;0.000157;0;0;0;0;0;1;1;19;8;1;1;1;;0
59.166.0.7;25241;149.171.126.4;53;udp;CON;0.001029;146;178;31;29;0;0;dns;5.675.413.125;691.933.875;2;2;0;0;0;0;73;89;0;0;0;0;1421927445;1421927445;0.009;0.001;0;0;0;0;0;0;0;0;1;1;18;10;1;1;6;;0
59.166.0.0;15360;149.171.126.2;6881;tcp;FIN;1.787.826;1540;1644;31;29;4;4;-;6.461.479.004;6.949.222.168;16;18;255;255;3523819225;2227390731;96;91;0;0;883.890.351;258.942.047;1421927443;1421927445;119.165.668;111.663.562;0.001307;0.001208;0.000099;0;0;0;0;0;13;6;6;14;13;1;4;;0
59.166.0.0;62621;149.171.126.3;11922;tcp;FIN;1.484.585;424;8824;31;29;1;4;ftp-data;1.999.211.792;4.358.928.516;8;12;255;255;2793882510;2225341098;53;735;0;0;1.442.570.933;1.137.997.686;1421927443;1421927445;211.968.853;131.531.733;0.038487;0.037732;0.000755;0;0;0;0;0;1;2;15;14;1;1;1;;0
